,classifier,cohort_identifier,cv_index,encoded_features_size,encoded_image_size,encoded_image_size_height,encoded_image_size_width,modality,module,non_varying_features,raw_image_size,raw_image_size_height,raw_image_size_width,training_scores_mean_test_AUC,training_scores_mean_test_Accuracy,training_scores_mean_test_F1,training_scores_mean_train_AUC,training_scores_mean_train_Accuracy,training_scores_mean_train_F1,AUC,Accuracy,Brier_Loss,DP,F1,Log_Loss,P+,P-,Precision,Recall,Specificity,Youdens
496,RandomForest,ppp1_raw_image_512x512,1,256,,128.0,128.0,all_modalities,mobilenet_v1_025_128,24969,,512.0,512.0,0.6198101724720558,0.5860719874804382,0.6016490392761762,1.0,1.0,1.0,0.6139645159571635,0.572992700729927,0.2423070072992701,0.3242785482796775,0.5714285714285714,0.6772481231232551,1.3448275862068964,0.7468354430379748,0.5735294117647058,0.5693430656934306,0.5766423357664233,0.14598540145985395
497,SVC,ppp1_raw_image_512x512,11,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,861,,512.0,512.0,0.5737837226011556,0.5618153364632238,0.570324704607391,0.9162563401985198,0.8297317519878495,0.8290277552209048,0.5177953007618945,0.5145985401459854,0.25170636002045044,0.06443802486992083,0.51985559566787,0.6965242318610745,1.058823529411765,0.9420289855072462,0.5142857142857142,0.5255474452554745,0.5036496350364964,0.02919708029197088
498,LogisticRegression,ppp1_cropped_image_2048x973,0,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2047,,2048.0,973.0,0.7535979523386144,0.6846635367762128,0.6809881788793462,0.8752964208707014,0.7938943277518374,0.7907574697387078,0.7629602003303319,0.7043795620437956,0.1971253349749748,0.9574419769885448,0.7032967032967032,0.5771581029645637,2.4000000000000004,0.42268041237113396,0.7058823529411765,0.7007299270072993,0.708029197080292,0.4087591240875913
499,LogisticRegression,ppp1_raw_image_2048x2048,2,256,,128.0,128.0,ms1_only,mobilenet_v1_025_128,246,,2048.0,2048.0,0.5538839840815215,0.5375586854460094,0.5362877663065242,0.8982044014610011,0.8075153879069155,0.8062026835505577,0.549576429218392,0.5656934306569343,0.30340704010575864,0.29145023029525796,0.5641025641025642,0.9089821499900327,1.3050847457627117,0.7692307692307693,0.5661764705882353,0.5620437956204379,0.5693430656934306,0.13138686131386856
500,XGBoost,ppp1_raw_image_2048x2048,1,1280,,224.0,224.0,all_modalities,mobilenet_v2_075_224,116239,,2048.0,2048.0,0.6815582523794057,0.6298904538341158,0.6325462541192778,1.0,1.0,1.0,0.654962970856199,0.5985401459854015,0.26113386739163774,0.4404864401895577,0.6014492753623188,0.7734967057073122,1.4821428571428574,0.6666666666666665,0.5971223021582733,0.6058394160583942,0.5912408759124088,0.197080291970803
501,SVC,ppp1_raw_image_512x512,0,2048,,224.0,224.0,all_modalities,resnet_v2_101,120577,,512.0,512.0,0.8483197890659431,0.7738654147104851,0.7673037486076222,1.0,0.9985911072239699,0.998594623976434,0.874260749107571,0.7956204379562044,0.14503714088161765,1.585447810806166,0.7777777777777778,0.5607410554593508,5.764705882352943,0.32499999999999996,0.8521739130434782,0.7153284671532847,0.8759124087591241,0.5912408759124088
502,SVC,ppp1_raw_image_2048x2048,11,1280,,224.0,224.0,all_modalities,mobilenet_v2_035_224,110776,,2048.0,2048.0,0.7582892338111283,0.6932707355242567,0.6859466367508393,0.9993651891064078,0.9974957915426464,0.9975025103644141,0.7498002024615058,0.6861313868613139,0.20427819771999908,0.862618635447998,0.6884057971014493,0.5993035456346841,2.1590909090909087,0.45161290322580644,0.6834532374100719,0.6934306569343066,0.6788321167883211,0.3722627737226277
503,LogisticRegression,ppp1_cropped_image_2048x973,0,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,1011,,2048.0,973.0,0.6437051144509733,0.6001564945226917,0.6012944113030368,0.8917732463398506,0.811740890688259,0.8101485585589319,0.6281634610261602,0.6094890510948905,0.23903341314277757,0.4911202515040922,0.6137184115523464,0.6720761158380223,1.5454545454545456,0.6341463414634145,0.6071428571428571,0.6204379562043796,0.5985401459854015,0.2189781021897811
504,RandomForest,ppp1_cropped_image_512x243,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1252,,512.0,243.0,0.5891180806400637,0.554773082942097,0.5494570409136269,1.0,1.0,1.0,0.5764292183920294,0.5656934306569343,0.24722883211678834,0.29338162800459927,0.5475285171102662,0.6880258817081797,1.3333333333333335,0.7831325301204818,0.5714285714285714,0.5255474452554745,0.6058394160583942,0.13138686131386867
505,SVC,ppp1_raw_image_512x512,11,1792,,224.0,224.0,all_modalities,mobilenet_v2_140_224,168519,,512.0,512.0,0.74520291248227,0.690923317683881,0.6882859511250163,0.999998826621609,0.9968704006733531,0.9968747946707363,0.7636794714689116,0.6715328467153284,0.19836063568168932,0.7885393515733699,0.6715328467153284,0.5798244476236242,2.044444444444444,0.4891304347826088,0.6715328467153284,0.6715328467153284,0.6715328467153284,0.34306569343065685
506,RandomForest,ppp1_raw_image_512x512,1,1024,,224.0,224.0,ms1_only,inception_v1,922,,512.0,512.0,0.7176001111100175,0.6557120500782473,0.6496992132973008,1.0,1.0,1.0,0.7232670893494593,0.6751824817518248,0.2128251094890511,0.8159972834494087,0.6590038314176245,0.6147542555642728,2.263157894736842,0.5151515151515151,0.6935483870967742,0.6277372262773723,0.7226277372262774,0.35036496350364965
507,SVC,ppp1_raw_image_2048x2048,11,7168,,331.0,331.0,all_modalities,amoebanet_a_n18_f448,513411,,2048.0,2048.0,0.8104926241977058,0.7402190923317684,0.7316911755265256,0.9993778633509015,0.994210138385363,0.9942203366214457,0.7170866854920347,0.6715328467153284,0.2273927247598161,0.7960789514774864,0.6853146853146854,0.7367472001542289,1.9215686274509804,0.45348837209302323,0.6577181208053692,0.7153284671532847,0.6277372262773723,0.34306569343065696
508,LogisticRegression,ppp1_raw_image_512x512,1,4320,,331.0,331.0,ms1_only,pnasnet_large,4050,,512.0,512.0,0.7647032126761658,0.704225352112676,0.7021966205558424,0.9815757443437888,0.9369380886550335,0.9363982409806518,0.7546486227289679,0.7043795620437956,0.2069973062372884,0.9574419769885448,0.7032967032967032,0.6368114148243097,2.4000000000000004,0.42268041237113396,0.7058823529411765,0.7007299270072993,0.708029197080292,0.4087591240875913
509,XGBoost,ppp1_raw_image_2048x2048,1,1280,,224.0,224.0,all_modalities,mobilenet_v2_100_224,126289,,2048.0,2048.0,0.6567230856214233,0.6158059467918623,0.6237165562642428,1.0,1.0,1.0,0.6800575416910865,0.6094890510948905,0.2435485735925259,0.4931754723962244,0.5962264150943396,0.7036680642627587,1.6122448979591835,0.6590909090909092,0.6171875,0.5766423357664233,0.6423357664233577,0.21897810218978098
510,XGBoost,ppp1_raw_image_512x512,1,512,,224.0,224.0,all_modalities,mobilenet_v1_050_224,50680,,512.0,512.0,0.6272051128105693,0.593114241001565,0.594232169016448,1.0,1.0,1.0,0.6526186797378657,0.6167883211678832,0.2606634205187548,0.5250736346815281,0.6209386281588448,0.7539513455941784,1.5925925925925928,0.6144578313253012,0.6142857142857143,0.6277372262773723,0.6058394160583942,0.23357664233576647
511,SVC,ppp1_raw_image_512x512,11,512,,224.0,224.0,ms1_only,mobilenet_v1_050_224,491,,512.0,512.0,0.6237941665053602,0.5845070422535211,0.5812152552758798,0.94128679530058,0.8735467303342785,0.8717454191991495,0.6408972241461985,0.6313868613138686,0.23754806738189482,0.603913904536796,0.6070038910505837,0.6678902090233956,1.8571428571428572,0.6210526315789474,0.65,0.5693430656934306,0.6934306569343066,0.26277372262773724
512,RandomForest,ppp1_cropped_image_2048x973,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1066,,2048.0,973.0,0.6276142568588017,0.5852895148669797,0.5919185239558583,1.0,1.0,1.0,0.5890830624966701,0.5766423357664233,0.2440233722627737,0.3408021646783318,0.5797101449275363,0.6810713562798215,1.3559322033898302,0.7307692307692308,0.5755395683453237,0.583941605839416,0.5693430656934306,0.15328467153284664
513,RandomForest,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,all_modalities,inception_v1,102616,,2048.0,2048.0,0.7547817770822466,0.6854460093896714,0.674765245478699,1.0,1.0,1.0,0.7028611007512388,0.6532846715328468,0.22217007299270072,0.7085775922982779,0.6332046332046332,0.6353937208582222,2.0500000000000003,0.5670103092783504,0.6721311475409836,0.5985401459854015,0.708029197080292,0.3065693430656935
514,RandomForest,ppp1_raw_image_512x512,1,4320,,331.0,331.0,ms1_only,pnasnet_large,4050,,512.0,512.0,0.7197603862166712,0.6596244131455399,0.6462243595546066,1.0,1.0,1.0,0.7315253876072247,0.6751824817518248,0.2084563795620438,0.8133705275556914,0.6615969581749049,0.6029791713361107,2.230769230769231,0.5102040816326531,0.6904761904761905,0.635036496350365,0.7153284671532847,0.35036496350364965
515,SVC,ppp1_raw_image_512x512,11,1024,,128.0,128.0,all_modalities,mobilenet_v1_100_128,91124,,512.0,512.0,0.7296696554823936,0.6604068857589984,0.6540130251602163,0.999998826621609,0.9968704006733531,0.9968794531245494,0.7021951089562576,0.6459854014598541,0.2189940641784241,0.6665206573366488,0.6339622641509434,0.6281659298438663,1.909090909090909,0.5698924731182796,0.65625,0.6131386861313869,0.6788321167883211,0.291970802919708
516,RandomForest,ppp1_cropped_image_2048x973,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,897,,2048.0,973.0,0.7560279371703472,0.6752738654147105,0.6633731493538403,1.0,1.0,1.0,0.7557408492727369,0.6970802919708029,0.20115938686131388,0.9206176409047938,0.6914498141263941,0.5874127799884287,2.3846153846153846,0.44897959183673475,0.7045454545454546,0.6788321167883211,0.7153284671532847,0.3941605839416058
517,RandomForest,ppp1_cropped_image_512x243,1,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1688,,512.0,243.0,0.6189493705770612,0.5876369327073553,0.5812952262290528,1.0,1.0,1.0,0.5781874367307794,0.5547445255474452,0.2453870510948905,0.24248249106013486,0.551470588235294,0.6838044479586093,1.25,0.8051948051948052,0.5555555555555556,0.5474452554744526,0.5620437956204379,0.10948905109489049
518,LogisticRegression,ppp1_raw_image_512x512,0,1280,,224.0,224.0,all_modalities,mobilenet_v2_050_224,118715,,512.0,512.0,0.7858551260978401,0.7230046948356808,0.714503373945084,1.0,0.9985914011106568,0.9985952084538819,0.7894933134423783,0.708029197080292,0.19348537997579932,0.9770551210070942,0.7058823529411764,0.6267614671456423,2.4615384615384617,0.4183673469387755,0.7111111111111111,0.7007299270072993,0.7153284671532847,0.416058394160584
519,RandomForest,ppp1_cropped_image_2048x973,1,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,882,,2048.0,973.0,0.5615441230346595,0.5524256651017214,0.5534852582692392,1.0,1.0,1.0,0.5923597421279769,0.572992700729927,0.24433925547445254,0.32514058729532536,0.5836298932384342,0.6818445613098756,1.3225806451612905,0.7333333333333333,0.5694444444444444,0.5985401459854015,0.5474452554744526,0.14598540145985406
520,SVC,ppp1_cropped_image_512x243,0,4320,,331.0,331.0,ms1_only,pnasnet_large,4052,,512.0,243.0,0.727801508952777,0.6588419405320813,0.6449483668455336,0.9334972415500057,0.8651027780520719,0.8611389142998461,0.7270499227449517,0.6678832116788321,0.21024855743541332,0.7764658074589371,0.6539923954372623,0.6091772242826898,2.1500000000000004,0.5257731958762887,0.6825396825396826,0.6277372262773723,0.708029197080292,0.33576642335766427
521,RandomForest,ppp1_cropped_image_2048x973,1,1024,,128.0,128.0,ms1_only,mobilenet_v1_100_128,908,,2048.0,973.0,0.5783897030759758,0.5500782472613458,0.5523619538451415,1.0,1.0,1.0,0.5997389312163673,0.6021897810218978,0.24497818978102193,0.45718541952086883,0.6036363636363636,0.6832766681195276,1.5090909090909093,0.6585365853658536,0.6014492753623188,0.6058394160583942,0.5985401459854015,0.2043795620437957
522,SVC,ppp1_raw_image_512x512,0,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,446,,512.0,512.0,0.5461185858844346,0.525039123630673,0.5329323721986721,0.7865040126904169,0.718001323665637,0.7239699056372819,0.538520965421706,0.5255474452554745,0.24923773557303663,0.11397401326549861,0.548611111111111,0.6916051281307903,1.097222222222222,0.8923076923076925,0.5231788079470199,0.5766423357664233,0.4744525547445255,0.05109489051094884
523,LogisticRegression,ppp1_raw_image_512x512,0,2048,,224.0,224.0,all_modalities,resnet_v2_101,120577,,512.0,512.0,0.8516853508659693,0.7785602503912363,0.7715993168994322,1.0,0.9976527270333433,0.9976565343642242,0.8609409132079493,0.7992700729927007,0.15248722095191658,1.605366142778088,0.7826086956521738,0.6138899991886797,5.823529411764707,0.31666666666666665,0.853448275862069,0.7226277372262774,0.8759124087591241,0.5985401459854015
524,XGBoost,ppp1_raw_image_512x512,1,1056,,224.0,224.0,all_modalities,nasnet_mobile,88492,,512.0,512.0,0.8050984296961207,0.7370892018779343,0.7320335150115787,1.0,1.0,1.0,0.8283872342692737,0.7408759124087592,0.18208947689377653,1.180526402673213,0.725868725868726,0.6079325925150502,3.3571428571428577,0.3944954128440366,0.7704918032786885,0.6861313868613139,0.7956204379562044,0.4817518248175183
525,SVC,ppp1_cropped_image_512x243,0,4032,,331.0,331.0,ms1_only,nasnet_large,3187,,512.0,243.0,0.7461502456778094,0.6752738654147105,0.6708157141733472,0.8749554028317884,0.7892068350990046,0.7839838228600998,0.7397304065213917,0.6788321167883211,0.20723920201933177,0.8308098341101388,0.6666666666666667,0.6068572118474183,2.2564102564102564,0.5,0.6929133858267716,0.6423357664233577,0.7153284671532847,0.35766423357664234
526,RandomForest,ppp1_raw_image_512x512,1,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,446,,512.0,512.0,0.51345554888458,0.5086071987480438,0.5136858087411733,1.0,1.0,1.0,0.49651020299429915,0.5036496350364964,0.2548365109489051,0.016267371244921697,0.5277777777777777,0.7030679138908682,1.0133333333333334,0.9838709677419355,0.5033112582781457,0.5547445255474452,0.45255474452554745,0.007299270072992692
527,LogisticRegression,ppp1_raw_image_2048x2048,2,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1167,,2048.0,2048.0,0.5925816565672473,0.5696400625978091,0.5657542655548927,1.0,1.0,1.0,0.5527731898343012,0.551094890510949,0.34645443817278226,0.22645709810688366,0.5427509293680297,1.328671804347987,1.2372881355932204,0.8205128205128205,0.553030303030303,0.5328467153284672,0.5693430656934306,0.1021897810218978
528,XGBoost,ppp1_cropped_image_2048x973,0,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2043,,2048.0,973.0,0.7471495249937392,0.690923317683881,0.6810688659871541,1.0,0.9998433583959899,0.9998436522826767,0.7569929138473014,0.7153284671532847,0.20138761358104754,1.0414971186306266,0.6953125,0.6023249837389746,2.9666666666666672,0.4485981308411215,0.7478991596638656,0.6496350364963503,0.781021897810219,0.43065693430656937
529,XGBoost,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,ms1_only,inception_v2,1022,,2048.0,2048.0,0.7083132383867611,0.6439749608763693,0.6319972456668873,1.0,1.0,1.0,0.707816079705898,0.656934306569343,0.2627766261449544,0.7163549413796297,0.656934306569343,0.8760940460798358,1.9148936170212765,0.5222222222222223,0.656934306569343,0.656934306569343,0.656934306569343,0.3138686131386861
530,XGBoost,ppp1_cropped_image_512x243,1,1280,,96.0,96.0,ms1_only,mobilenet_v2_100_96,958,,512.0,243.0,0.5456374007692399,0.5461658841940532,0.5441902479765132,1.0,1.0,1.0,0.5245351377271031,0.5182481751824818,0.3402766859518658,0.08114569528107905,0.4961832061068702,1.0512837943927738,1.0833333333333333,0.9350649350649352,0.52,0.4744525547445255,0.5620437956204379,0.03649635036496346
531,RandomForest,ppp1_cropped_image_2048x973,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1183,,2048.0,973.0,0.6119242045955364,0.5884194053208138,0.5858233745484556,1.0,1.0,1.0,0.578134157387181,0.551094890510949,0.24406270072992708,0.22626054156628647,0.555956678700361,0.6809060925937845,1.222222222222222,0.8108108108108109,0.55,0.5620437956204379,0.5401459854014599,0.1021897810218978
532,SVC,ppp1_raw_image_512x512,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_050_224,1178,,512.0,512.0,0.5968726795121221,0.5735524256651017,0.5654636799269125,0.897655009877473,0.8292632966092529,0.8257233471055008,0.6290425701955352,0.5948905109489051,0.23981679154011168,0.4277596850886369,0.574712643678161,0.6726589939426134,1.530612244897959,0.7045454545454546,0.6048387096774194,0.5474452554744526,0.6423357664233577,0.1897810218978102
533,LogisticRegression,ppp1_raw_image_512x512,1,1056,,224.0,224.0,ms1_only,nasnet_mobile,618,,512.0,512.0,0.6952608187364735,0.6408450704225352,0.6352641516068542,0.8859080551239985,0.7967141705107045,0.7977357299839624,0.7154883051840801,0.6386861313868614,0.21732067043922298,0.6284912459624321,0.6425992779783393,0.6313069960746751,1.7450980392156863,0.5581395348837209,0.6357142857142857,0.6496350364963503,0.6277372262773723,0.2773722627737226
534,RandomForest,ppp1_raw_image_512x512,1,1280,,224.0,224.0,all_modalities,mobilenet_v2_075_224,116858,,512.0,512.0,0.6958093971078587,0.6400625978090767,0.6371854869496834,1.0,1.0,1.0,0.639964835633225,0.583941605839416,0.23803636496350364,0.37587468594573376,0.5985915492957746,0.6687790606759519,1.370967741935484,0.6933333333333332,0.5782312925170068,0.6204379562043796,0.5474452554744526,0.16788321167883213
535,LogisticRegression,ppp1_cropped_image_2048x973,2,1536,,299.0,299.0,ms1_only,inception_resnet_v2,1529,,2048.0,973.0,0.7749852637058472,0.7120500782472613,0.7031908789516987,0.8996224314439393,0.8128323858426555,0.8071818745461535,0.7763865949171507,0.6934306569343066,0.19366432821234808,0.8999973088663792,0.6934306569343066,0.5670289407940912,2.2619047619047623,0.44210526315789467,0.6934306569343066,0.6934306569343066,0.6934306569343066,0.3868613138686132
536,LogisticRegression,ppp1_raw_image_512x512,1,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,990,,512.0,512.0,0.5912184810079517,0.5719874804381847,0.5717145518750489,0.9911418149518115,0.9564924271278571,0.9570107243058558,0.6037615216580532,0.5693430656934306,0.2748873587189647,0.31028996123241265,0.549618320610687,0.7779183015819024,1.358490566037736,0.7738095238095237,0.576,0.5255474452554745,0.6131386861313869,0.13868613138686137
537,SVC,ppp1_cropped_image_2048x973,3,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2043,,2048.0,973.0,0.7453754282820927,0.6932707355242567,0.6860269022603136,0.9670358238135871,0.9181540271880451,0.9158312662626734,0.6972934093451968,0.6532846715328468,0.22256163141194793,0.7085775922982779,0.6332046332046332,0.6417653192365551,2.0500000000000003,0.5670103092783504,0.6721311475409836,0.5985401459854015,0.708029197080292,0.3065693430656935
538,RandomForest,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,all_modalities,mobilenet_v1_100_224,99559,,2048.0,2048.0,0.6151408997505493,0.5735524256651017,0.5831697966444944,1.0,1.0,1.0,0.633518035057808,0.5875912408759124,0.24314906569343067,0.3914356565134917,0.5978647686832741,0.6793889636267153,1.4,0.6883116883116883,0.5833333333333334,0.6131386861313869,0.5620437956204379,0.17518248175182483
539,LogisticRegression,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,ms1_only,resnet_v2_152,1562,,2048.0,2048.0,0.7723209745310906,0.7065727699530516,0.7057444416405846,0.9091416855725613,0.8298922141187868,0.8288138972555567,0.7651979327614683,0.7007299270072993,0.19773670510481514,0.938114922234218,0.7007299270072993,0.5808163332107746,2.3414634146341466,0.42708333333333326,0.7007299270072993,0.7007299270072993,0.7007299270072993,0.4014598540145986
540,XGBoost,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,all_modalities,resnet_v2_152,163968,,2048.0,2048.0,0.8309093633155404,0.7535211267605634,0.7449404968867936,1.0,1.0,1.0,0.8158133091800309,0.7372262773722628,0.1959886152955204,1.1763438753984954,0.7165354330708661,0.6329792822671816,3.5,0.41441441441441446,0.7777777777777778,0.6642335766423357,0.8102189781021898,0.4744525547445255
541,XGBoost,ppp1_cropped_image_2048x973,1,1056,,224.0,224.0,ms1_only,nasnet_mobile,420,,2048.0,973.0,0.7085076262372745,0.6494522691705791,0.6473582357985481,1.0,1.0,1.0,0.7008897650380947,0.656934306569343,0.24690108520863585,0.7229581374389493,0.6412213740458016,0.7779691904014971,2.0487804878048785,0.5520833333333333,0.672,0.6131386861313869,0.7007299270072993,0.3138686131386862
542,SVC,ppp1_raw_image_512x512,8,1024,,128.0,128.0,ms1_only,mobilenet_v1_100_128,874,,512.0,512.0,0.5874991387880041,0.5571205007824727,0.5892674229815056,0.7654386097215147,0.687168201930718,0.7093152880834208,0.6012041131653258,0.583941605839416,0.24278252687215504,0.37587468594573376,0.5985915492957746,0.678607194077659,1.370967741935484,0.6933333333333332,0.5782312925170068,0.6204379562043796,0.5474452554744526,0.16788321167883213
543,LogisticRegression,ppp1_raw_image_512x512,0,1024,,224.0,224.0,ms1_only,inception_v2,1018,,512.0,512.0,0.7368669271627905,0.6580594679186228,0.6548604202946868,0.8618428949169773,0.771518677086713,0.769933967964395,0.7505461132718846,0.6824817518248175,0.2025567056151585,0.8438113696536729,0.6813186813186813,0.5922760709021347,2.162790697674419,0.4680851063829788,0.6838235294117647,0.6788321167883211,0.6861313868613139,0.36496350364963503
544,XGBoost,ppp1_cropped_image_512x243,1,1056,,224.0,224.0,ms1_only,nasnet_mobile,486,,512.0,243.0,0.7295408837839521,0.6549295774647887,0.6478866317221963,1.0,1.0,1.0,0.7396238478341947,0.6642335766423357,0.23154011341840228,0.7530299353897394,0.6592592592592592,0.7375713259932997,2.0227272727272725,0.5161290322580646,0.6691729323308271,0.6496350364963503,0.6788321167883211,0.32846715328467146
545,XGBoost,ppp1_raw_image_512x512,1,1056,,224.0,224.0,ms1_only,nasnet_mobile,618,,512.0,512.0,0.7157158339430167,0.651017214397496,0.6546277508356152,1.0,1.0,1.0,0.6755820768288135,0.6459854014598541,0.26954084121854005,0.6635503383555209,0.6498194945848376,0.8953738336181132,1.8,0.5402298850574713,0.6428571428571429,0.656934306569343,0.635036496350365,0.291970802919708
546,LogisticRegression,ppp1_raw_image_512x512,0,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,446,,512.0,512.0,0.5417124612728003,0.5297339593114241,0.5349184460545108,0.7817363917111496,0.7129949639577368,0.7174606345987282,0.557568330758165,0.5474452554744526,0.24872025121904043,0.21363980929605395,0.5753424657534246,0.6905442616705826,1.183098591549296,0.803030303030303,0.5419354838709678,0.6131386861313869,0.48175182481751827,0.09489051094890522
547,RandomForest,ppp1_raw_image_2048x2048,1,512,,128.0,128.0,all_modalities,mobilenet_v1_050_128,46980,,2048.0,2048.0,0.5695539413982146,0.554773082942097,0.5656335858366267,1.0,1.0,1.0,0.5456071181203047,0.5291970802919708,0.24811264233576638,0.12909716243531286,0.5376344086021506,0.6893391582306914,1.119402985074627,0.8857142857142857,0.528169014084507,0.5474452554744526,0.5109489051094891,0.058394160583941646
548,SVC,ppp1_raw_image_512x512,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1223,,512.0,512.0,0.5471378234466197,0.5406885758998435,0.5244677186021321,0.8924835973127087,0.8075127429267351,0.8030771446642367,0.362779050562097,0.6386861313868614,0.25194863599165385,0.6328130574416504,0.623574144486692,0.6970502452209664,1.8636363636363635,0.5913978494623656,0.6507936507936508,0.5985401459854015,0.6788321167883211,0.2773722627737226
549,LogisticRegression,ppp1_raw_image_512x512,0,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,787,,512.0,512.0,0.5949829343324486,0.5696400625978091,0.571936183955632,0.8136180010835511,0.7283211546690365,0.7262803245430397,0.5623634716820287,0.5620437956204379,0.25512309970310676,0.27513013221701166,0.5652173913043478,0.706594661874479,1.2786885245901638,0.7763157894736843,0.5611510791366906,0.5693430656934306,0.5547445255474452,0.12408759124087587
550,SVC,ppp1_raw_image_512x512,0,1024,,224.0,224.0,ms1_only,inception_v2,1018,,512.0,512.0,0.7367337810542111,0.6690140845070423,0.6691895179525523,0.8998355336595237,0.8208172871202396,0.8177154874747362,0.752251052267036,0.7007299270072993,0.20244492496599034,0.9448783157648064,0.6893939393939394,0.5938716499710812,2.5277777777777777,0.4554455445544555,0.7165354330708661,0.6642335766423357,0.7372262773722628,0.4014598540145985
551,RandomForest,ppp1_cropped_image_512x243,1,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,1002,,512.0,243.0,0.570654105547955,0.5500782472613458,0.5568387701024534,1.0,1.0,1.0,0.5410517342426341,0.5437956204379562,0.25204570802919707,0.19375673011668224,0.5387453874538746,0.6977547284086235,1.1967213114754098,0.8421052631578947,0.5447761194029851,0.5328467153284672,0.5547445255474452,0.08759124087591241
552,SVC,ppp1_cropped_image_2048x973,0,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,247,,2048.0,973.0,0.6315838973588406,0.5837245696400626,0.5693516543971031,0.7761591747994534,0.701096667560082,0.6876622135301328,0.7000372955405191,0.656934306569343,0.22523632232978133,0.7281907363168273,0.6356589147286823,0.6420118179627106,2.1025641025641026,0.5612244897959183,0.6776859504132231,0.5985401459854015,0.7153284671532847,0.3138686131386862
553,RandomForest,ppp1_raw_image_2048x2048,1,1536,,299.0,299.0,ms1_only,inception_resnet_v2,1536,,2048.0,2048.0,0.7305135065381029,0.6658841940532081,0.6519072031964286,1.0,1.0,1.0,0.7062709787415419,0.6496350364963503,0.21823430656934306,0.6809896449099683,0.6470588235294117,0.6270958835627253,1.8723404255319147,0.5444444444444445,0.6518518518518519,0.6423357664233577,0.656934306569343,0.2992700729927007
554,RandomForest,ppp1_cropped_image_512x243,1,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5391,,512.0,243.0,0.7056780663794867,0.6572769953051644,0.6453096816350292,1.0,1.0,1.0,0.7156481432148757,0.635036496350365,0.2171398686131387,0.6144627522135268,0.6212121212121212,0.6239733787300688,1.8222222222222222,0.5978260869565217,0.6456692913385826,0.5985401459854015,0.6715328467153284,0.27007299270072993
555,RandomForest,ppp1_raw_image_2048x2048,1,1792,,224.0,224.0,all_modalities,mobilenet_v2_140_224,169021,,2048.0,2048.0,0.6741786224763754,0.6259780907668232,0.6264916388823228,1.0,1.0,1.0,0.6107411156694549,0.5875912408759124,0.24384529927007295,0.39055637460291287,0.5830258302583026,0.6808096419035207,1.4363636363636365,0.7073170731707317,0.5895522388059702,0.5766423357664233,0.5985401459854015,0.17518248175182483
556,SVC,ppp1_raw_image_512x512,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1181,,512.0,512.0,0.5950430824718479,0.5837245696400626,0.5820672236165363,0.9071362984033969,0.8215937357464959,0.8203441879826664,0.5531994245830892,0.5583941605839416,0.24882965792393338,0.25874986230505653,0.56,0.6903297200903126,1.262295081967213,0.7894736842105263,0.5579710144927537,0.5620437956204379,0.5547445255474452,0.11678832116788318
557,LogisticRegression,ppp1_raw_image_512x512,0,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1681,,512.0,512.0,0.6595492279712907,0.6275430359937402,0.6331723050204383,0.926935771112637,0.8491359143637706,0.8487157280320426,0.6191592519580159,0.5802919708029197,0.24253686160361415,0.35820722520743203,0.5692883895131087,0.6788004619109224,1.4074074074074074,0.7349397590361445,0.5846153846153846,0.5547445255474452,0.6058394160583942,0.16058394160583944
558,RandomForest,ppp1_raw_image_2048x2048,1,1280,,96.0,96.0,all_modalities,mobilenet_v2_075_96,92888,,2048.0,2048.0,0.6231976063227724,0.5790297339593115,0.5913073947409893,1.0,1.0,1.0,0.5828227396238479,0.5437956204379562,0.24462357664233578,0.19451294974290037,0.5283018867924528,0.6822968315706989,1.206896551724138,0.8481012658227848,0.546875,0.5109489051094891,0.5766423357664233,0.08759124087591241
